Item Type,Sequence,Human Code,Full Statement,Ed. Level,Last Modified
Grade Level,1.2.1.1.2,,3-5: Emerging,03-05,2023-11-19T00:00:00+00:00
Level of Learning,1.2.1.1.2.1,,Level C,03-05,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.1.2.1.1,,"I can act out a story with specific characters, relationships, and setting.",03-05,2023-11-19T00:00:00+00:00
Level of Learning,1.2.1.1.2.2,,Level D,03-05,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.1.2.2.1,,I can discuss how a character’s thoughts and emotions affect what they say and do.,03-05,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.1.2.2.2,,I can analyze dialogue and character actions to infer their emotions and objectives.,03-05,2023-11-19T00:00:00+00:00
Grade Level,1.2.1.1.3,,6-8: Intermediate,06-08,2023-11-19T00:00:00+00:00
Level of Learning,1.2.1.1.3.1,,Level E,06-08,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.1.3.1.1,,I can identify the key events of a story that are the most important for telling the story.,06-08,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.1.3.1.2,,I can consider different options for staging a scene and try one or more options.,06-08,2023-11-19T00:00:00+00:00
Level of Learning,1.2.1.1.3.2,,Level F,06-08,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.1.3.2.1,,I can consider different options for staging a scene and choose the one(s) that work best for the story or play.,06-08,2023-11-19T00:00:00+00:00
Supporting Standard,1.2.1.2,PR.4.2,"Select: Students will select voice, movement, and expression to interpret a drama/theatre work.",KG-08,2023-11-19T00:00:00+00:00
Grade Level,1.2.1.2.1,,K-2: Beginner,KG-02,2023-11-19T00:00:00+00:00
Level of Learning,1.2.1.2.1.1,,Level A,KG-02,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.2.1.1.1,,I can use body language and facial expressions to show how my character is feeling in a scene.,KG-02,2023-11-19T00:00:00+00:00
Level of Learning,1.2.1.2.1.2,,Level B,KG-02,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.2.1.2.1,,I can change my voice and use body language and facial expressions to show specific character traits.,KG-02,2023-11-19T00:00:00+00:00
Grade Level,1.2.1.2.2,,3-5: Emerging,03-05,2023-11-19T00:00:00+00:00
Level of Learning,1.2.1.2.2.1,,Level C,03-05,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.2.2.1.1,,I can experiment with using my voice and body to communicate a character in a variety of ways.,03-05,2023-11-19T00:00:00+00:00
Level of Learning,1.2.1.2.2.2,,Level D,03-05,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.2.2.2.1,,I can choose specific vocal changes and body movements to portray a character.,03-05,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.2.2.2.2,,I can explain how an actor uses his/her body and voice to create a believable character.,03-05,2023-11-19T00:00:00+00:00
Grade Level,1.2.1.2.3,,6-8: Intermediate,06-08,2023-11-19T00:00:00+00:00
Level of Learning,1.2.1.2.3.1,,Level E,06-08,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.2.3.1.1,,I can identify physical and vocal choices to show motivation and emotions behind an individual character’s actions.,06-08,2023-11-19T00:00:00+00:00
Level of Learning,1.2.1.2.3.2,,Level F,06-08,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.2.3.2.1,,"I can use physical and vocal choices to show a character’s motivation, objectives, and emotions in a drama/theatre work.",06-08,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.1.2.3.2.2,,"I can apply a character’s motivation, objectives, and tactics in a drama/ theatre work to overcome obstacles by making vocal and physical choices.",06-08,2023-11-19T00:00:00+00:00
Anchor Standard,1.2.2,PR.5,Students will develop and refine artistic techniques and work for presentation.,KG-08,2023-11-19T00:00:00+00:00
Supporting Standard,1.2.2.1,PR.5.1,Prepare: Students will cultivate physical and vocal qualities to develop characters.,KG-08,2023-11-19T00:00:00+00:00
Grade Level,1.2.2.1.1,,K-2: Beginner,KG-02,2023-11-19T00:00:00+00:00
